,ident,it,t,a(i),emegas(i),emepla(i)/emet,rplanet(i)/radtie,emestar,rc,qest,sigmag_0,emed,gama,apert,fpert,constmigI,emetal,taugas
6635,537,194594,20000001.0,4.355398057294259,0.0,0.07463959439986458,  0.64760597590080216      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6636,537,194594,20000001.0,4.579023200048317,0.0,0.1026907337402682,  0.72050568770613910      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6637,537,194594,20000001.0,4.8089946361173,0.0,0.17190857764824727,  0.85526658936382283      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6638,537,194594,20000001.0,5.103015202034672,0.0,0.05878186711011766,  0.59839973393057155      ,1.6971098184585573e+33,49.33646011352539,18.2860164642334,16.273826036377464,0.028,1.0,0.10000000149011612,1.0,0.1,-0.004412510432302953,1663140.125
6639,538,199793,20000001.0,0.9838545231915448,0.05504412947258928,3.897298977435316,   2.4094954429766875      ,1.553534984588623e+33,33.29006576538085,6.201252937316895,88.0820459340308,0.069,1.0,0.10000000149011612,1.0,0.1,0.11861469596624374,9787411.0
6640,538,199793,20000001.0,4.773206749835958,0.0,2.875948248247357,   2.1885499587205830      ,1.553534984588623e+33,33.29006576538085,6.201252937316895,88.0820459340308,0.069,1.0,0.10000000149011612,1.0,0.1,0.11861469596624374,9787411.0
6641,538,199793,20000001.0,7.596041416455828,0.0,1.7391946969153538,   1.8510212301211828      ,1.553534984588623e+33,33.29006576538085,6.201252937316895,88.0820459340308,0.069,1.0,0.10000000149011612,1.0,0.1,0.11861469596624374,9787411.0
6642,538,199793,20000001.0,8.75296165003408,0.0,1.4097903441321464,   1.7263583162430876      ,1.553534984588623e+33,33.29006576538085,6.201252937316895,88.0820459340308,0.069,1.0,0.10000000149011612,1.0,0.1,0.11861469596624374,9787411.0
6643,538,199793,20000001.0,11.622694010282245,0.0,0.8451770553431611,   1.4561440128431626      ,1.553534984588623e+33,33.29006576538085,6.201252937316895,88.0820459340308,0.069,1.0,0.10000000149011612,1.0,0.1,0.11861469596624374,9787411.0
6644,538,199793,20000001.0,13.402049801194586,0.0,0.3987406435009582,   1.1337772671795594      ,1.553534984588623e+33,33.29006576538085,6.201252937316895,88.0820459340308,0.069,1.0,0.10000000149011612,1.0,0.1,0.11861469596624374,9787411.0
